frequency,refcoef
1.0000000000000,-10.005320640994
1.0019999742508,-9.9998089696203
1.0039999485016,-9.9948791901870
1.0060000419617,-9.9904809598085
1.0080000162125,-9.9865855219996
1.0099999904633,-9.9831784810370
1.0119999647141,-9.9802660437036
1.0140000581741,-9.9778660576600
1.0160000324249,-9.9760126182034
1.0180000066757,-9.9747491673022
1.0199999809265,-9.9741305733519
1.0219999551773,-9.9742156321130
1.0240000486374,-9.9750717143873
1.0260000228882,-9.9767662715759
1.0279999971390,-9.9793665710023
1.0299999713898,-9.9829397483767
1.0319999456406,-9.9875447408293
1.0340000391006,-9.9932400308905
1.0360000133514,-10.000070391462
1.0379999876022,-10.008072737268
1.0399999618530,-10.017270607151
1.0420000553131,-10.027676613478
1.0440000295639,-10.039286770860
1.0460000038147,-10.052083677290
1.0479999780655,-10.066034705226
1.0499999523163,-10.081087212306
1.0520000457764,-10.097175772355
1.0540000200272,-10.114217677608
1.0559999942780,-10.132114617986
1.0579999685287,-10.150751061765
1.0599999427795,-10.170001221461
1.0620000362396,-10.189722955705
1.0640000104904,-10.209765604139
1.0659999847412,-10.229969532307
1.0679999589920,-10.250165802269
1.0700000524521,-10.270183454204
1.0720000267029,-10.289846617380
1.0740000009537,-10.308982455411
1.0759999752045,-10.327421487405
1.0779999494553,-10.344999869107
1.0800000429153,-10.361563321891
1.0820000171661,-10.376969778829
1.0839999914169,-10.391091804551
1.0859999656677,-10.403821878094
1.0880000591278,-10.415066079630
1.0900000333786,-10.424757175060
1.0920000076294,-10.432848698566
1.0939999818802,-10.439317052891
1.0959999561310,-10.444165899395
1.0980000495911,-10.447418697565
1.1000000238419,-10.449125862249
1.1019999980927,-10.449359223005
1.1039999723434,-10.448213893543
1.1059999465942,-10.445802813245
1.1080000400543,-10.442254718184
1.1100000143051,-10.437716669258
1.1119999885559,-10.432347518874
1.1139999628067,-10.426312756557
1.1160000562668,-10.419787812081
1.1180000305176,-10.412947953076
1.1200000047684,-10.405972639101
1.1219999790192,-10.399037218787
1.1239999532700,-10.392311813092
1.1260000467300,-10.385960058077
1.1280000209808,-10.380136511695
1.1299999952316,-10.374981926558
1.1319999694824,-10.370624880541
1.1339999437332,-10.367177968494
1.1360000371933,-10.364740621629
1.1380000114441,-10.363390981669
1.1399999856949,-10.363190549115
1.1419999599457,-10.364184233258
1.1440000534058,-10.366395024987
1.1460000276566,-10.369832770876
1.1480000019073,-10.374484201531
1.1499999761581,-10.380321724106
1.1519999504089,-10.387299772456
1.1540000438690,-10.395359420718
1.1560000181198,-10.404425855820
1.1579999923706,-10.414413899887
1.1599999666214,-10.425225052202
1.1619999408722,-10.436754217721
1.1640000343323,-10.448889563486
1.1660000085831,-10.461513461018
1.1679999828339,-10.474508589107
1.1699999570847,-10.487752808418
1.1720000505447,-10.501132665597
1.1740000247955,-10.514536856324
1.1759999990463,-10.527858750306
1.1779999732971,-10.541005147584
1.1799999475479,-10.553891572886
1.1820000410080,-10.566448646201
1.1840000152588,-10.578619591796
1.1859999895096,-10.590366506809
1.1879999637604,-10.601664870432
1.1900000572205,-10.612510722788
1.1920000314713,-10.622917380923
1.1940000057220,-10.632919106737
1.1959999799728,-10.642559608046
1.1979999542236,-10.651909672611
1.2000000476837,-10.661048959149
1.2020000219345,-10.670074180214
1.2039999961853,-10.679095077021
1.2059999704361,-10.688233042947
1.2079999446869,-10.697617728236
1.2100000381470,-10.707385509558
1.2120000123978,-10.717679526978
1.2139999866486,-10.728642060451
1.2159999608994,-10.740422587409
1.2180000543594,-10.753161758027
1.2200000286102,-10.766999829898
1.2220000028610,-10.782071557708
1.2239999771118,-10.798504554159
1.2259999513626,-10.816413554515
1.2280000448227,-10.835908537378
1.2300000190735,-10.857080096944
1.2319999933243,-10.880011274653
1.2339999675751,-10.904768043027
1.2359999418259,-10.931402144637
1.2380000352859,-10.959949040565
1.2400000095367,-10.990426194475
1.2419999837875,-11.022839378172
1.2439999580383,-11.057173110088
1.2460000514984,-11.093399578670
1.2480000257492,-11.131473227757
1.2500000000000,-11.171333271822
1.2519999742508,-11.212905732023
1.2539999485016,-11.256103486212
1.2560000419617,-11.300826770880
1.2580000162125,-11.346964917455
1.2599999904633,-11.394399743869
1.2619999647141,-11.443005909267
1.2640000581741,-11.492650730198
1.2660000324249,-11.543200544881
1.2680000066757,-11.594518673314
1.2699999809265,-11.646472988929
1.2719999551773,-11.698929276814
1.2740000486374,-11.751765353693
1.2760000228882,-11.804861810013
1.2779999971390,-11.858111586988
1.2799999713898,-11.911418000962
1.2819999456406,-11.964700962060
1.2840000391006,-12.017893114088
1.2860000133514,-12.070944406248
1.2879999876022,-12.123821744475
1.2899999618530,-12.176511796116
1.2920000553131,-12.229017073251
1.2940000295639,-12.281360735131
1.2960000038147,-12.333582470644
1.2979999780655,-12.385741066423
1.2999999523163,-12.437908230030
1.3020000457764,-12.490172210442
1.3040000200272,-12.542633746844
1.3059999942780,-12.595403553159
1.3079999685287,-12.648601019800
1.3099999427795,-12.702353083466
1.3120000362396,-12.756788705981
1.3140000104904,-12.812038264799
1.3159999847412,-12.868231345199
1.3179999589920,-12.925493965645
1.3200000524521,-12.983944844420
1.3220000267029,-13.043694298513
1.3240000009537,-13.104842633883
1.3259999752045,-13.167475957953
1.3279999494553,-13.231665056740
1.3300000429153,-13.297467305280
1.3320000171661,-13.364918445568
1.3339999914169,-13.434037074279
1.3359999656677,-13.504819253055
1.3380000591278,-13.577243969838
1.3400000333786,-13.651267147051
1.3420000076294,-13.726820592500
1.3439999818802,-13.803819405842
1.3459999561310,-13.882155358076
1.3480000495911,-13.961701859709
1.3500000238419,-14.042311495135
1.3519999980927,-14.123822027799
1.3539999723434,-14.206057974430
1.3559999465942,-14.288827482529
1.3580000400543,-14.371931175575
1.3600000143051,-14.455164131640
1.3619999885559,-14.538315398963
1.3639999628067,-14.621176146154
1.3660000562668,-14.703540912985
1.3680000305176,-14.785211487224
1.3700000047684,-14.866002929676
1.3719999790192,-14.945744600029
1.3739999532700,-15.024283978219
1.3760000467300,-15.101494073398
1.3780000209808,-15.177269928281
1.3799999952316,-15.251536454164
1.3819999694824,-15.324248116245
1.3839999437332,-15.395389640990
1.3860000371933,-15.464977642019
1.3880000114441,-15.533058334826
1.3899999856949,-15.599711925927
1.3919999599457,-15.665043968816
1.3940000534058,-15.729187988753
1.3960000276566,-15.792299085551
1.3980000019073,-15.854552902626
1.3999999761581,-15.916144490021
1.4019999504089,-15.977276732221
1.4040000438690,-16.038160964769
1.4060000181198,-16.099014512535
1.4079999923706,-16.160049215168
1.4099999666214,-16.221474326324
1.4119999408722,-16.283489373403
1.4140000343323,-16.346277629907
1.4160000085831,-16.410005917951
1.4179999828339,-16.474820950232
1.4199999570847,-16.540843760941
1.4220000505447,-16.608169086620
1.4240000247955,-16.676861639085
1.4259999990463,-16.746959121410
1.4279999732971,-16.818461761640
1.4299999475479,-16.891341175690
1.4320000410080,-16.965532304922
1.4340000152588,-17.040941069000
1.4359999895096,-17.117436203660
1.4379999637604,-17.194860638687
1.4400000572205,-17.273023537391
1.4420000314713,-17.351711554838
1.4440000057220,-17.430685976140
1.4459999799728,-17.509690832843
1.4479999542236,-17.588451851766
1.4500000476837,-17.666690005782
1.4520000219345,-17.744117776044
1.4539999961853,-17.820450753124
1.4559999704361,-17.895413794456
1.4579999446869,-17.968745757918
1.4600000381470,-18.040204351127
1.4620000123978,-18.109577371865
1.4639999866486,-18.176680582441
1.4659999608994,-18.241372257222
1.4680000543594,-18.303549376119
1.4700000286102,-18.363154508871
1.4720000028610,-18.420178571468
1.4739999771118,-18.474658428824
1.4759999513626,-18.526680723827
1.4780000448227,-18.576375638033
1.4800000190735,-18.623919222732
1.4819999933243,-18.669523951379
