frequency,phase
1.0000000000000,-58.193550535523
1.0019999742508,-61.098123797387
1.0039999485016,-63.973438468989
1.0060000419617,-66.819159908134
1.0080000162125,-69.635077095213
1.0099999904633,-72.421028498808
1.0119999647141,-75.176947418705
1.0140000581741,-77.902857017074
1.0160000324249,-80.598862394463
1.0180000066757,-83.265183352600
1.0199999809265,-85.902107603649
1.0219999551773,-88.510044598410
1.0240000486374,-91.089485998468
1.0260000228882,-93.640964576550
1.0279999971390,-96.165232050521
1.0299999713898,-98.663004563058
1.0319999456406,-101.13511015337
1.0340000391006,-103.58249617742
1.0360000133514,-106.00607861343
1.0379999876022,-108.40689696026
1.0399999618530,-110.78607855022
1.0420000553131,-113.14469315416
1.0440000295639,-115.48386759973
1.0460000038147,-117.80472400684
1.0479999780655,-120.10844003614
1.0499999523163,-122.39613065712
1.0520000457764,-124.66886012057
1.0540000200272,-126.92776850456
1.0559999942780,-129.17386400298
1.0579999685287,-131.40811325428
1.0599999427795,-133.63143467587
1.0620000362396,-135.84466363518
1.0640000104904,-138.04858716825
1.0659999847412,-140.24396087911
1.0679999589920,-142.43139617108
1.0700000524521,-144.61138562492
1.0720000267029,-146.78450754901
1.0740000009537,-148.95114138100
1.0759999752045,-151.11159541741
1.0779999494553,-153.26620746768
1.0800000429153,-155.41518992387
1.0820000171661,-157.55868173474
1.0839999914169,-159.69682952125
1.0859999656677,-161.82973485004
1.0880000591278,-163.95746139580
1.0900000333786,-166.08001073736
1.0920000076294,-168.19750536356
1.0939999818802,-170.30987873867
1.0959999561310,-172.41721097911
1.0980000495911,-174.51952926586
1.1000000238419,-176.61687582815
1.1019999980927,-178.70938612763
1.1039999723434,179.20291189600
1.1059999465942,177.11981357032
1.1080000400543,175.04116834519
1.1100000143051,172.96679920464
1.1119999885559,170.89641866877
1.1139999628067,168.82974064109
1.1160000562668,166.76647622012
1.1180000305176,164.70627356211
1.1200000047684,162.64871908894
1.1219999790192,160.59341959592
1.1239999532700,158.53995074099
1.1260000467300,156.48788801829
1.1280000209808,154.43671475590
1.1299999952316,152.38599252001
1.1319999694824,150.33529637217
1.1339999437332,148.28414847736
1.1360000371933,146.23215447072
1.1380000114441,144.17886213879
1.1399999856949,142.12400143198
1.1419999599457,140.06711611491
1.1440000534058,138.00793876770
1.1460000276566,135.94628763282
1.1480000019073,133.88190202687
1.1499999761581,131.81470262797
1.1519999504089,129.74457024307
1.1540000438690,127.67149844721
1.1560000181198,125.59553289813
1.1579999923706,123.51672096927
1.1599999666214,121.43526225667
1.1619999408722,119.35137084464
1.1640000343323,117.26529664724
1.1660000085831,115.17733390309
1.1679999828339,113.08786932521
1.1699999570847,110.99731244061
1.1720000505447,108.90607253479
1.1740000247955,106.81464197110
1.1759999990463,104.72351032896
1.1779999732971,102.63317103111
1.1799999475479,100.54420031942
1.1820000410080,98.457084563654
1.1840000152588,96.372401840135
1.1859999895096,94.290642433422
1.1879999637604,92.212352072832
1.1900000572205,90.137969147428
1.1920000314713,88.068066684513
1.1940000057220,86.003000052126
1.1959999799728,83.943205962827
1.1979999542236,81.889040884147
1.2000000476837,79.840885220713
1.2020000219345,77.798958465451
1.2039999961853,75.763508841561
1.2059999704361,73.734724728487
1.2079999446869,71.712740566165
1.2100000381470,69.697616888614
1.2120000123978,67.689351494901
1.2139999866486,65.687996068241
1.2159999608994,63.693388890050
1.2180000543594,61.705474151466
1.2200000286102,59.724065759547
1.2220000028610,57.748994782445
1.2239999771118,55.780014837074
1.2259999513626,53.816855624396
1.2280000448227,51.859321594432
1.2300000190735,49.907032189636
1.2319999933243,47.959832990275
1.2339999675751,46.017381222235
1.2359999418259,44.079411848815
1.2380000352859,42.145698743882
1.2400000095367,40.215981072900
1.2419999837875,38.290140933900
1.2439999580383,36.367962029906
1.2460000514984,34.449417476184
1.2480000257492,32.534364706751
1.2500000000000,30.622842102834
1.2519999742508,28.714897952820
1.2539999485016,26.810669380662
1.2560000419617,24.910290622747
1.2580000162125,23.013983739597
1.2599999904633,21.122023935669
1.2619999647141,19.234730755453
1.2640000581741,17.352577777718
1.2660000324249,15.475885343933
1.2680000066757,13.605235508806
1.2699999809265,11.741057858654
1.2719999551773,9.8839567925810
1.2740000486374,8.0344237076262
1.2760000228882,6.1931414403281
1.2779999971390,4.3606558045970
1.2799999713898,2.5375691160809
1.2819999456406,0.72448180060135
1.2840000391006,-1.0780871498484
1.2860000133514,-2.8695636202160
1.2879999876022,-4.6494839832164
1.2899999618530,-6.4173280307848
1.2920000553131,-8.1727682495215
1.2940000295639,-9.9153956058756
1.2960000038147,-11.645017564001
1.2979999780655,-13.361390274369
1.2999999523163,-15.064403713482
1.3020000457764,-16.754000246802
1.3040000200272,-18.430265944940
1.3059999942780,-20.093306432824
1.3079999685287,-21.743396578037
1.3099999427795,-23.380813336361
1.3120000362396,-25.005962653778
1.3140000104904,-26.619251398229
1.3159999847412,-28.221260890774
1.3179999589920,-29.812501882526
1.3200000524521,-31.393608911301
1.3220000267029,-32.965261435952
1.3240000009537,-34.528092699817
1.3259999752045,-36.082781938685
1.3279999494553,-37.630009535797
1.3300000429153,-39.170352670077
1.3320000171661,-40.704412446778
1.3339999914169,-42.232764398725
1.3359999656677,-43.755814414864
1.3380000591278,-45.273974718579
1.3400000333786,-46.787543962985
1.3420000076294,-48.296714090021
1.3439999818802,-49.801571803915
1.3459999561310,-51.302050725149
1.3480000495911,-52.798083871626
1.3500000238419,-54.289414319358
1.3519999980927,-55.775636064719
1.3539999723434,-57.256310870991
1.3559999465942,-58.730866307827
1.3580000400543,-60.198649541879
1.3600000143051,-61.658830881358
1.3619999885559,-63.110738362329
1.3639999628067,-64.553438323719
1.3660000562668,-65.985975944484
1.3680000305176,-67.407501426907
1.3700000047684,-68.817034946726
1.3719999790192,-70.213698825640
1.3739999532700,-71.596593722412
1.3760000467300,-72.964898940022
1.3780000209808,-74.317877361445
1.3799999952316,-75.654845477919
1.3819999694824,-76.975340209670
