frequency,refcoef
1.0000000000000,-24.443109529088
1.0019999742508,-24.438894289629
1.0039999485016,-24.437325815896
1.0060000419617,-24.438324704202
1.0080000162125,-24.441809664275
1.0099999904633,-24.447697879284
1.0119999647141,-24.455904712873
1.0140000581741,-24.466342914247
1.0160000324249,-24.478924202295
1.0180000066757,-24.493559264841
1.0199999809265,-24.510156469459
1.0219999551773,-24.528622913514
1.0240000486374,-24.548864452215
1.0260000228882,-24.570785671437
1.0279999971390,-24.594289288380
1.0299999713898,-24.619279583090
1.0319999456406,-24.645658801609
1.0340000391006,-24.673326254586
1.0360000133514,-24.702186279130
1.0379999876022,-24.732139740587
1.0399999618530,-24.763089201443
1.0420000553131,-24.794935403311
1.0440000295639,-24.827585844477
1.0460000038147,-24.860944043483
1.0479999780655,-24.894916193417
1.0499999523163,-24.929414515475
1.0520000457764,-24.964348559880
1.0540000200272,-24.999634517721
1.0559999942780,-25.035190507433
1.0579999685287,-25.070937955200
1.0599999427795,-25.106803466068
1.0620000362396,-25.142717491375
1.0640000104904,-25.178614249868
1.0659999847412,-25.214435929945
1.0679999589920,-25.250126695209
1.0700000524521,-25.285638504169
1.0720000267029,-25.320928744020
1.0740000009537,-25.355961204312
1.0759999752045,-25.390704780710
1.0779999494553,-25.425136605258
1.0800000429153,-25.459237725667
1.0820000171661,-25.492998340683
1.0839999914169,-25.526413367912
1.0859999656677,-25.559483414985
1.0880000591278,-25.592218425900
1.0900000333786,-25.624629952424
1.0920000076294,-25.656738308476
1.0939999818802,-25.688570394632
1.0959999561310,-25.720155537318
1.0980000495911,-25.751528747815
1.1000000238419,-25.782731327294
1.1019999980927,-25.813807397953
1.1039999723434,-25.844804382704
1.1059999465942,-25.875774593423
1.1080000400543,-25.906773650138
1.1100000143051,-25.937857976126
1.1119999885559,-25.969086035302
1.1139999628067,-26.000522383375
1.1160000562668,-26.032225787914
1.1180000305176,-26.064261978793
1.1200000047684,-26.096694891299
1.1219999790192,-26.129587524175
1.1239999532700,-26.163004971635
1.1260000467300,-26.197010749738
1.1280000209808,-26.231665414384
1.1299999952316,-26.267031344091
1.1319999694824,-26.303168905508
1.1339999437332,-26.340134459394
1.1360000371933,-26.377984307345
1.1380000114441,-26.416772936439
1.1399999856949,-26.456550570894
1.1419999599457,-26.497365607929
1.1440000534058,-26.539264962907
1.1460000276566,-26.582291023767
1.1480000019073,-26.626484568357
1.1499999761581,-26.671881195151
1.1519999504089,-26.718517520865
1.1540000438690,-26.766421561206
1.1560000181198,-26.815622845765
1.1579999923706,-26.866146612532
1.1599999666214,-26.918012513228
1.1619999408722,-26.971239954983
1.1640000343323,-27.025844676112
1.1660000085831,-27.081837340741
1.1679999828339,-27.139229836802
1.1699999570847,-27.198025766300
1.1720000505447,-27.258230949967
1.1740000247955,-27.319846508452
1.1759999990463,-27.382868986402
1.1779999732971,-27.447296113944
1.1799999475479,-27.513121261187
1.1820000410080,-27.580334809443
1.1840000152588,-27.648927987364
1.1859999895096,-27.718885009462
1.1879999637604,-27.790195021731
1.1900000572205,-27.862840649624
1.1920000314713,-27.936805168188
1.1940000057220,-28.012069415874
1.1959999799728,-28.088613976677
1.1979999542236,-28.166418618678
1.2000000476837,-28.245460155450
1.2020000219345,-28.325720315838
1.2039999961853,-28.407174502671
1.2059999704361,-28.489801975598
1.2079999446869,-28.573578237847
1.2100000381470,-28.658481975783
1.2120000123978,-28.744492994231
1.2139999866486,-28.831588421585
1.2159999608994,-28.919747964286
1.2180000543594,-29.008951377836
1.2200000286102,-29.099180985927
1.2220000028610,-29.190419140403
1.2239999771118,-29.282647259638
1.2259999513626,-29.375853085936
1.2280000448227,-29.470021066154
1.2300000190735,-29.565140153701
1.2319999933243,-29.661198193970
1.2339999675751,-29.758188461695
1.2359999418259,-29.856101747760
1.2380000352859,-29.954933907160
1.2400000095367,-30.054680721020
1.2419999837875,-30.155339519452
1.2439999580383,-30.256910714503
1.2460000514984,-30.359394908428
1.2480000257492,-30.462794848007
1.2500000000000,-30.567114519486
1.2519999742508,-30.672359370289
1.2539999485016,-30.778536890116
1.2560000419617,-30.885653611820
1.2580000162125,-30.993718923965
1.2599999904633,-31.102742537374
1.2619999647141,-31.212732918646
1.2640000581741,-31.323702554268
1.2660000324249,-31.435661084555
1.2680000066757,-31.548617742133
1.2699999809265,-31.662585251378
1.2719999551773,-31.777572648310
1.2740000486374,-31.893587976043
1.2760000228882,-32.010641354901
1.2779999971390,-32.128738255968
1.2799999713898,-32.247885928023
1.2819999456406,-32.368087303559
1.2840000391006,-32.489345735206
1.2860000133514,-32.611660092315
1.2879999876022,-32.735029319221
1.2899999618530,-32.859449798991
1.2920000553131,-32.984912876629
1.2940000295639,-33.111409553505
1.2960000038147,-33.238927088724
1.2979999780655,-33.367448389084
1.2999999523163,-33.496955114343
1.3020000457764,-33.627424795135
1.3040000200272,-33.758830999369
1.3059999942780,-33.891144748704
1.3079999685287,-34.024331943979
1.3099999427795,-34.158357461915
1.3120000362396,-34.293181064528
1.3140000104904,-34.428759851095
1.3159999847412,-34.565044612700
1.3179999589920,-34.701987624013
1.3200000524521,-34.839536592445
1.3220000267029,-34.977634842088
1.3240000009537,-35.116225349434
1.3259999752045,-35.255245780939
1.3279999494553,-35.394635248716
1.3300000429153,-35.534329990523
1.3320000171661,-35.674264366208
1.3339999914169,-35.814371579054
1.3359999656677,-35.954585000390
1.3380000591278,-36.094840750007
1.3400000333786,-36.235070377116
1.3420000076294,-36.375210672459
1.3439999818802,-36.515198003013
1.3459999561310,-36.654970861982
1.3480000495911,-36.794469819960
1.3500000238419,-36.933641096389
1.3519999980927,-37.072430188839
1.3539999723434,-37.210789698252
1.3559999465942,-37.348675335136
1.3580000400543,-37.486046920486
1.3600000143051,-37.622868858063
1.3619999885559,-37.759112159119
1.3639999628067,-37.894751959404
1.3660000562668,-38.029768036755
1.3680000305176,-38.164145457169
1.3700000047684,-38.297876491505
1.3719999790192,-38.430954326612
