freqency,phase
0.60000002384186,-159.25437549111
0.60240000486374,-161.32046779762
0.60479998588562,-163.47686604924
0.60720002651215,-165.68155408647
0.60960000753403,-167.89833456500
0.61199998855591,-170.09589309761
0.61440002918243,-172.24704680303
0.61680001020432,-174.32820612803
0.61919999122620,-176.31920627580
0.62159997224808,-178.20321802601
0.62400001287460,-179.96695053542
0.62639999389648,178.39911795351
0.62879997491837,176.90024669462
0.63120001554489,175.53709116172
0.63359999656677,174.30525294388
0.63599997758865,173.19515591669
0.63840001821518,172.19201927385
0.64079999923706,171.27631015921
0.64319998025894,170.42454446236
0.64560002088547,169.61046702429
0.64800000190735,168.80648564629
0.65039998292923,167.98523731502
0.65280002355576,167.12113764716
0.65520000457764,166.19161676777
0.65759998559952,165.17807079157
0.66000002622604,164.06634834554
0.66240000724792,162.84685923894
0.66479998826981,161.51439707892
0.66720002889633,160.06764094161
0.66960000991821,158.50855465596
0.67199999094009,156.84174205715
0.67439997196198,155.07385643456
0.67680001258850,153.21289171917
0.67919999361038,151.26787280841
0.68159997463226,149.24825246178
0.68400001525879,147.16369442909
0.68639999628067,145.02378127562
0.68879997730255,142.83776561373
0.69120001792908,140.61451146658
0.69359999895096,138.36226897665
0.69599997997284,136.08874750274
0.69840002059937,133.80089312651
0.70080000162125,131.50493893378
0.70319998264313,129.20641399490
0.70560002326965,126.91002363887
0.70800000429153,124.61967180970
0.71039998531342,122.33850856135
0.71280002593994,120.06890702917
0.71520000696182,117.81241743193
0.71759998798370,115.56987286294
0.72000002861023,113.34141655628
0.72240000963211,111.12645941801
0.72479999065399,108.92384803199
0.72719997167587,106.73185505695
0.72960001230240,104.54829169284
0.73199999332428,102.37060193618
0.73439997434616,100.19593166789
0.73680001497269,98.021247294222
0.73919999599457,95.843441116727
0.74159997701645,93.659412930202
0.74400001764297,91.466177782348
0.74639999866486,89.260948710588
0.74879997968674,87.041205411089
0.75120002031326,84.804755845718
0.75360000133514,82.549776425894
0.75599998235703,80.274878380621
0.75840002298355,77.979074732807
0.76080000400543,75.661822344423
0.76319998502731,73.323009996518
0.76560002565384,70.962933575974
0.76800000667572,68.582284278759
0.77039998769760,66.182074418032
0.77280002832413,63.763687129253
0.77520000934601,61.328754558289
0.77759999036789,58.879147716114
0.77999997138977,56.416953524788
0.78240001201630,53.944413248192
0.78479999303818,51.463871350531
0.78719997406006,48.977760096186
0.78960001468658,46.488561769926
0.79199999570847,43.998726031755
0.79439997673035,41.510690154188
0.79680001735687,39.026833784746
0.79919999837875,36.549444545100
0.80159997940063,34.080603343935
0.80400002002716,31.622382451984
0.80640000104904,29.176520217163
0.80879998207092,26.744608108369
0.81120002269745,24.328009282451
0.81360000371933,21.927865793278
0.81599998474121,19.544991597924
0.81840002536774,17.179908169489
0.82080000638962,14.832945820565
0.82319998741150,12.504053526631
0.82560002803802,10.192913490263
0.82800000905991,7.8989183989148
0.83039999008179,5.6211896068823
0.83279997110367,3.3585829418898
0.83520001173019,1.1097258020131
0.83759999275208,-1.1269652426150
0.83999997377396,-3.3532437491145
0.84240001440048,-5.5710006106711
0.84479999542236,-7.7822189094695
0.84719997644424,-9.9889352705012
0.84960001707077,-12.193192794316
0.85199999809265,-14.397000198891
0.85439997911453,-16.602288419832
0.85680001974106,-18.810863168105
0.85920000076294,-21.024394162985
0.86159998178482,-23.244356272057
0.86400002241135,-25.472016086896
0.86640000343323,-27.708423426741
0.86879998445511,-29.954371007161
0.87120002508163,-32.210411626627
0.87360000610352,-34.476838889000
0.87599998712540,-36.753691195022
0.87840002775192,-39.040771707544
0.88080000877380,-41.337648998663
0.88319998979568,-43.643653381257
0.88559997081757,-45.957929115671
0.88800001144409,-48.279416787848
0.89039999246597,-50.606907190465
0.89279997348785,-52.939030703680
0.89520001411438,-55.274298464015
0.89759999513626,-57.611123799093
0.89999997615814,-59.947829229664
0.90240001678467,-62.282684686742
0.90479999780655,-64.613917541279
0.90719997882843,-66.939733467810
0.90960001945496,-69.258350736456
0.91200000047684,-71.568006658847
